temperature,BCC_A2 energy above hull (meV/atom)
300.0,87.17129197102742
500.0,75.22888253013947
700.0,63.35120682658849
900.0,51.74084794867818
1100.0,40.698692236442994
1300.0,30.533132983649985
1500.0,21.514793123243088
1700.0,13.86635014548702
1900.0,7.7660135754884845
2100.0,3.3545202876926146
2300.0,0.7421188500717512
