path_id,path,path_coordinate,X_CR,X_MO,X_NB,energy_above_hull_meV_per_atom
0,CR-MO → CR-MO-NB,0.0,0.5,0.5,0.0,12.77599702143268
0,CR-MO → CR-MO-NB,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666669,31.066724867926727
0,CR-MO → CR-MO-NB,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,42.839403234706246
1,CR-NB → CR-MO-NB,0.0,0.5,0.0,0.5,82.63266672774216
1,CR-NB → CR-MO-NB,0.5,0.4166666666666667,0.16666666666666669,0.4166666666666667,59.23467010134413
1,CR-NB → CR-MO-NB,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,42.839403234706246
2,MO-NB → CR-MO-NB,0.0,0.0,0.5,0.5,0.0
2,MO-NB → CR-MO-NB,0.5,0.16666666666666669,0.4166666666666667,0.4166666666666667,23.46904518711389
2,MO-NB → CR-MO-NB,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,42.839403234706246
